FLT_DPT_DT,CARRIER_CD,FLT_NBR,ORIG_AIRPORT_CD,DEST_AIRPORT_CD,SUB_CLASS_CD,CLASS_CD,CLASS_BOOKED_QTY,CREATE_DTTM,UPDATE_DTTM,SEAT_CABIN_LAYOUT,AIRCRAFT_TYPE_CD,LEG_IND,LANE_SEG_NBR,ETL_PROC_DT
2022/12/11 00:00:00.000000000,MF,8309,TAO,CSX,Z,Y,16,2022/11/11 05:54:07.000000000,2022/12/12 23:54:07.000000000,Y183,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,SC,4871,TAO,CSX,A,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,C8Y159,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,CZ,3938,TAO,CSX,Q,Y,0,2022/11/11 05:54:07.000000000,2022/12/09 23:54:07.000000000,J4W23Y129,32H,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1931,CSX,TAO,W,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1932,TAO,CSX,R,J,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,CZ,3938,TAO,CSX,S,W,0,2022/11/11 05:54:07.000000000,2022/12/09 23:54:07.000000000,J4W23Y129,32H,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,SC,4874,CSX,TAO,Z,Y,44,2022/11/11 05:54:07.000000000,2022/12/12 23:54:07.000000000,C8W17Y150,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1932,TAO,CSX,D,J,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,CZ,3937,CSX,TAO,P,Y,0,2022/11/11 05:54:07.000000000,2022/12/09 23:54:07.000000000,J4W23Y129,32H,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1931,CSX,TAO,E,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1931,CSX,TAO,T,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1932,TAO,CSX,Y,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,MF,8310,CSX,TAO,E,Y,0,2022/11/11 05:54:07.000000000,2022/12/12 23:54:07.000000000,Y183,738,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1932,TAO,CSX,L,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,CZ,3938,TAO,CSX,J,J,0,2022/11/11 05:54:07.000000000,2022/12/09 23:54:07.000000000,J4W23Y129,32H,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,SC,4873,TAO,CSX,P,C,0,2022/11/11 05:54:07.000000000,2022/12/12 23:54:07.000000000,C8W17Y141,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,CZ,3938,TAO,CSX,L,Y,1,2022/11/11 05:54:07.000000000,2022/12/09 23:54:07.000000000,J4W23Y129,32H,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,SC,4873,TAO,CSX,H,Y,0,2022/11/11 05:54:07.000000000,2022/12/12 23:54:07.000000000,C8W17Y141,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,MF,8310,CSX,TAO,X,Y,0,2022/11/11 05:54:07.000000000,2022/12/12 23:54:07.000000000,Y183,738,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,SC,4872,CSX,TAO,L,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,C8Y159,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1932,TAO,CSX,E,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,SC,4872,CSX,TAO,Y,Y,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,C8Y159,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,SC,4874,CSX,TAO,K,Y,7,2022/11/11 05:54:07.000000000,2022/12/12 23:54:07.000000000,C8W17Y150,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,CZ,3938,TAO,CSX,N,Y,1,2022/11/11 05:54:07.000000000,2022/12/09 23:54:07.000000000,J4W23Y129,32H,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,CZ,3938,TAO,CSX,R,Y,1,2022/11/11 05:54:07.000000000,2022/12/09 23:54:07.000000000,J4W23Y129,32H,0,3,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,CZ,3937,CSX,TAO,Y,Y,0,2022/11/11 05:54:07.000000000,2022/12/09 23:54:07.000000000,J4W23Y129,32H,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,SC,4873,TAO,CSX,C,C,0,2022/11/11 05:54:07.000000000,2022/12/12 23:54:07.000000000,C8W17Y141,738,0,1,2022/12/14 16:49:40.000000000
2022/12/11 00:00:00.000000000,HO,1931,CSX,TAO,J,J,0,2022/11/11 05:54:07.000000000,2022/11/24 23:54:07.000000000,J8Y155,32N,0,1,2022/12/14 16:49:40.000000000
