ORIG_AIRPORT_CD,DEST_AIRPORT_CD,CARRIER_CD,SUB_CLASS_CD,SUB_CLASS_PRICE,CLASS_CD,CURRENCY
LHW,KWL,CZ ,W,1650,Y,CNY       
PVG,DLU,MU ,K,2010,Y,CNY       
DLC,TYN,DR ,I,230,Y,CNY       
KWL,LHW,9C ,L,1260,Y,CTP       
XIY,WEH,GJ ,H,1160,Y,CNY       
KWE,NGB,GY ,Q,1010,Y,CNY       
NNG,XIY,GX ,K,1810,Y,CNY       
CGO,NGB,8L ,M,680,Y,CNY       
NNG,XIY,G5 ,D,1800,Y,CNY       
TNA,CKG,3U ,S,1230,Y,CNY       
XIY,DYG,9H ,Y,820,Y,CNY       
BAV,XIY,DR ,E,880,Y,CNY       
CGO,LZO,3U ,E,650,Y,CNY       
KWE,TAO,MU ,F,4880,F,CNY       
LHW,KWL,ZH ,M,1610,Y,CNY       
TYN,DLC,FU ,A,400,Y,CNY       
NNG,XIY,GX ,U,710,Y,CNY       
LUM,CAN,MU ,F,4550,F,CNY       
NGB,KWE,GY ,P,420,Y,CTP       
NNG,XIY,CA ,V,1270,Y,CNY       
KWE,NGB,9H ,B,1690,Y,CNY       
XMN,CZX,ZH ,S,450,Y,CNY       
DYG,PVG,HO ,C,2100,C,CNY       
DYG,PVG,FM ,M,1240,Y,CNY       
PVG,DSN,MU ,W,1840,Y,CNY       
KWE,NGB,MU ,M,1220,Y,CNY       
WEH,XIY,MU ,B,1310,Y,CNY       
HFE,HRB,CZ ,F,7360,F,CNY       
CKG,TNA,MU ,L,710,Y,CNY       
TYN,DLC,BK ,S,440,Y,CTP       
LYI,PVG,MU ,M,890,Y,CNY       
XIY,DYG,JD ,B,750,Y,CNY       
XIY,YZY,GS ,L,840,Y,CNY       
HFE,HRB,LT ,H,1190,/,CNY       
HRB,HFE,JD ,B,1860,Y,CNY       
KWL,CGO,DZ ,H,1080,Y,CNY       
TNA,YCU,MU ,F,2070,F,CNY       
ZQZ,PVG,KN ,R,700,/,CNY       
KWE,TAO,MU ,M,1600,Y,CNY       
CKG,TNA,MU ,D,2030,C,CNY       
CKG,TNA,PN ,Y,1780,Y,CNY       
XMN,TNA,ZH ,Q,1180,Y,CNY       
LHW,DYG,MU ,M,1070,Y,CNY       
SHE,YNT,GJ ,U,490,Y,CNY       
XIY,KWL,MU ,N,450,Y,CNY       
XIY,YZY,GS ,N,520,Y,CNY       
CGO,NGB,CZ ,V,380,Y,CNY       
PVG,MIG,HO ,M,1540,Y,CNY       
CAN,LUM,MU ,D,2430,C,CNY       
CKG,NGB,3U ,Q,1000,Y,CTP       
LHW,DLC,CZ ,Y,1880,Y,CNY       
YBP,PVG,FM ,V,680,Y,CNY       
CGO,NGB,HU ,A,400,Y,CTP       
NGB,CGO,PN ,X,610,Y,CTP       
KWL,CGO,CA ,C,1920,C,CNY       
PVG,LZO,CA ,Y,1860,Y,CNY       
KWE,NGB,8L ,N,770,Y,CNY       
PVG,DYG,MU ,I,1650,C,CNY       
DLC,LHW,GS ,M,1130,Y,CNY       
HDG,PVG,MU ,P,1080,Y,CNY       
TNA,CKG,MU ,C,2340,C,CNY       
PVG,LZH,ZH ,Q,1040,Y,CNY       
HFE,INC,QW ,P,930,Y,CNY       
PVG,LZO,MU ,I,2190,C,CNY       
NGB,CGO,CZ ,L,490,Y,CTP       
TAO,CSX,QW ,C,3240,C,CNY       
PVG,MIG,MU ,I,1790,C,CNY       
XNN,HFE,PN ,P,1820,Y,CTP       
YNJ,YNT,A6 ,B,1120,Y,CNY       
TYN,DLC,HU ,L,910,Y,CNY       
KWL,XIY,JD ,X,700,Y,CTP       
CGO,NGB,ZH ,W,580,Y,CNY       
DLC,TYN,KY ,U,1040,Y,CNY       
HFE,DSN,NS ,K,850,Y,CNY       
HFE,HRB,JD ,A,710,Y,CNY       
BAV,XIY,MU ,I,1180,C,CNY       
SHE,YNT,EU ,H,860,Y,CNY       
PVG,LYI,MU ,P,920,Y,CNY       
TAO,YCU,SC ,Z,430,Y,CNY       
XIY,HYN,VD ,Q,900,Y,CNY       
TNA,YIW,MU ,Q,1300,C,CNY       
XMN,CZX,ZH ,F,2000,F,CNY       
PVG,ZYI,MU ,K,1000,Y,CNY       
KWL,CGO,GT ,U,420,Y,CTP       
CGO,LZO,8L ,L,880,Y,CNY       
TAO,CSX,CZ ,Y,1480,Y,CNY       
YBP,PVG,MU ,E,1610,Y,CNY       
YNJ,YNT,A6 ,H,990,Y,CNY       
WUH,LZO,MF ,K,840,Y,CNY       
YNT,SHE,FM ,W,1080,Y,CNY       
LZO,PVG,MU ,D,2510,C,CNY       
FUG,PVG,FM ,P,690,Y,CNY       
NNG,XIY,9H ,N,760,Y,CNY       
NGB,DLC,CZ ,M,1030,Y,CTP       
SHE,YNT,A6 ,R,340,Y,CNY       
PVG,TVS,FM ,V,550,Y,CNY       
CGO,NGB,PN ,T,290,Y,CNY       
TNA,XMN,MU ,B,1360,Y,CNY       
LHW,KWL,MU ,P,1630,Y,CNY       
KWE,NGB,3U ,I,2450,C,CNY       
KWL,LHW,MU ,Q,2150,C,CNY       
DAT,PVG,MU ,U,3660,C,CNY       
XMN,TNA,MF ,J,3930,C,CNY       
HRB,HFE,PN ,K,1540,Y,CNY       
TNA,CKG,PN ,U,530,Y,CNY       
INC,HFE,SC ,Y,1430,Y,CNY       
LZO,PVG,MF ,Q,1130,Y,CNY       
KWL,XIY,FM ,J,1640,C,CNY       
DLC,NGB,9C ,E,620,Y,CTP       
DLC,TYN,EU ,Q,700,Y,CNY       
LHW,DYG,MU ,Q,1530,C,CNY       
XIY,KWL,CA ,W,600,Y,CNY       
SHE,YNT,GJ ,P,700,Y,CNY       
PVG,YBP,HO ,M,1630,Y,CNY       
KWE,NGB,9C ,E,810,Y,CTP       
KWE,TAO,QW ,Z,770,Y,CNY       
CGO,KWL,EU ,T,1150,Y,CNY       
TAO,CSX,A6 ,R,650,Y,CNY       
NNG,XIY,CA ,W,1150,Y,CNY       
YNT,NGB,RY ,R,310,Y,CNY       
TAO,KWE,HO ,P,7720,F,CNY       
YNT,SHE,SC ,M,370,Y,CTP       
PVG,YCU,MU ,U,2780,C,CNY       
XIY,NNG,VD ,G,900,Y,CNY       
CGO,KWL,CA ,W,640,Y,CNY       
CKG,TNA,MU ,F,3710,F,CNY       
LHW,DLC,MU ,N,950,Y,CNY       
HYN,XIY,MU ,W,1540,Y,CNY       
CGO,NGB,GJ ,Z,450,Y,CNY       
KWL,CGO,GT ,A,480,Y,CTP       
BAV,XIY,G5 ,T,1120,Y,CNY       
PVG,LLV,MU ,B,1400,Y,CNY       
HFE,XNN,PN ,T,490,Y,CNY       
TYN,DLC,BK ,Y,1370,Y,CNY       
KWL,XIY,CA ,Q,850,Y,CNY       
CGO,KWL,GT ,Y,1400,Y,CNY       
HGH,WUH,CZ ,L,530,Y,CNY       
TNA,CKG,PN ,N,750,Y,CNY       
CGO,KWL,CZ ,B,1160,Y,CNY       
DLC,NGB,ZH ,V,790,Y,CNY       
KWL,XIY,3U ,T,1060,Y,CNY       
LZO,NKG,3U ,F,4200,F,CNY       
LHW,KWE,HU ,L,940,Y,CNY       
CSX,TAO,MF ,V,870,Y,CNY       
XMN,TNA,SC ,U,770,Y,CNY       
PVG,HDG,MU ,Q,1420,C,CNY       
WUH,DSN,MU ,M,1190,Y,CNY       
CKG,TNA,SC ,K,610,Y,CTP       
TAO,CSX,SC ,M,570,Y,CTP       
KWL,LHW,9C ,X,850,Y,CTP       
LYI,PVG,FM ,K,690,Y,CNY       
TNA,XMN,SC ,C,3850,C,CNY       
DYG,PVG,FM ,R,650,Y,CNY       
KWL,CGO,FM ,E,930,Y,CNY       
NGB,KWE,GY ,U,520,Y,CTP       
CSX,TAO,BK ,G,1608,Y,CTP       
INC,HFE,ZH ,W,930,Y,CNY       
KWE,NGB,GJ ,Y,1840,Y,CNY       
WUH,HGH,MU ,U,2200,C,CNY       
JIC,XIY,9H ,Z,270,Y,CNY       
XIY,YZY,GS ,B,1140,Y,CNY       
YNJ,YNT,MU ,P,1230,Y,CNY       
LHW,KWE,MU ,F,2730,F,CNY       
KWE,NGB,9C ,T,940,Y,CTP       
DLC,LHW,MU ,F,4140,F,CNY       
WNZ,LZO,GJ ,C,3560,C,CNY       
BAV,XIY,MU ,Q,1300,C,CNY       
CZX,XMN,ZH ,Q,710,Y,CNY       
DYG,XIY,MU ,N,410,Y,CNY       
NGB,CGO,PN ,U,340,Y,CTP       
TVS,PVG,FM ,R,660,Y,CNY       
KWL,XIY,3U ,L,710,Y,CNY       
LZO,PVG,HO ,S,860,Y,CNY       
CGO,NGB,HU ,E,670,Y,CTP       
CGO,NGB,MU ,P,1120,Y,CNY       
YCU,TNA,MU ,U,1880,C,CNY       
DLC,NGB,GJ ,G,680,Y,CNY       
KWE,NGB,3U ,L,920,Y,CNY       
XIY,JIC,9H ,Y,1040,Y,CNY       
LHW,DLC,GS ,B,1730,Y,CNY       
PVG,FUG,KN ,S,320,/,CNY       
JNZ,PVG,FM ,S,640,Y,CNY       
HYN,XIY,CA ,Y,1540,Y,CNY       
KWL,XIY,3U ,F,2360,F,CNY       
LHW,DLC,DR ,W,450,Y,CNY       
CSX,TAO,QW ,K,830,Y,CTP       
HFE,DSN,MU ,D,1570,C,CNY       
LZO,NKG,3U ,S,910,Y,CNY       
KWL,CGO,FM ,F,2820,F,CNY       
HFE,XNN,PN ,Z,400,Y,CTP       
TYN,DLC,BK ,J,300,Y,CTP       
HFE,INC,KY ,U,1400,Y,CNY       
TAO,CSX,CZ ,Z,670,Y,CTP       
NNG,XIY,MU ,S,540,Y,CNY       
LHW,KWE,MU ,W,1380,Y,CNY       
SHA,DLU,MU ,Y,2750,Y,CNY       
PVG,LZO,HO ,W,950,Y,CNY       
PVG,DSN,MU ,Y,1840,Y,CNY       
PVG,DSN,MU ,F,4660,F,CNY       
KWE,TAO,CA ,J,3760,C,CNY       
PVG,LYI,FM ,S,440,Y,CNY       
HFE,HRB,GX ,Q,700,Y,CNY       
XIY,BAV,GJ ,U,660,Y,CNY       
HRB,HFE,PN ,U,610,Y,CNY       
LZO,WNZ,MU ,S,730,Y,CNY       
DLC,TYN,G5 ,E,480,Y,CNY       
DLC,NGB,CZ ,N,350,Y,CTP       
PVG,YBP,HO ,C,2840,C,CNY       
DLC,NGB,MF ,K,910,Y,CNY       
NKG,TAO,HO ,H,898,Y,CTP       
XIY,NNG,G5 ,H,1540,Y,CNY       
XIY,GOQ,MU ,D,2210,C,CNY       
YIW,TAO,MU ,L,730,Y,CNY       
XIY,BAV,DR ,S,420,Y,CNY       
LHW,DLC,CZ ,U,1390,Y,CNY       
HFE,HRB,CA ,S,900,Y,CNY       
CKG,NGB,GJ ,V,940,Y,CNY       
TNA,CKG,DZ ,H,1600,Y,CNY       
CZX,XMN,ZH ,M,910,Y,CNY       
DSN,WUH,MU ,I,1710,C,CNY       
LHW,KWE,QW ,Y,1510,Y,CNY       
JNZ,PVG,MU ,W,1330,Y,CNY       
CSX,TAO,CA ,W,870,Y,CNY       
XIY,KWL,CA ,Z,1180,C,CNY       
TYN,DLC,DR ,N,630,Y,CNY       
TAO,KWE,MU ,R,870,Y,CNY       
KWL,LHW,HU ,W,1650,Y,CNY       
DLC,NGB,8L ,T,350,Y,CNY       
JNZ,PVG,FM ,B,1320,Y,CNY       
LHW,KWL,9C ,L,1260,Y,CTP       
XIY,NNG,GX ,C,510,Y,CTP       
KWE,NGB,9H ,Q,670,Y,CTP       
XIY,NNG,3U ,K,630,Y,CNY       
CGO,NGB,ZH ,M,1030,Y,CNY       
XIY,NNG,BK ,D,820,Y,CNY       
TNA,CKG,ZH ,S,870,Y,CNY       
LHW,KWE,MU ,J,2460,C,CNY       
LZO,TAO,MU ,R,830,Y,CNY       
LZO,CGO,3U ,E,650,Y,CNY       
YNZ,KHN,JD ,A,320,Y,CNY       
KWL,LHW,ZH ,M,1610,Y,CNY       
DLC,TYN,CZ ,A,830,Y,CNY       
XIY,NNG,JD ,U,540,Y,CNY       
CAN,LUM,MU ,F,4550,F,CNY       
NGB,KWE,9C ,P,270,Y,CTP       
XIY,YZY,MU ,N,680,Y,CNY       
CGO,NGB,CA ,V,690,Y,CNY       
PVG,MIG,MU ,M,1650,Y,CNY       
PVG,DAT,MU ,I,1880,C,CNY       
DLC,LHW,CZ ,Y,1880,Y,CNY       
PVG,DLU,MU ,W,2750,Y,CNY       
CGO,NGB,GT ,A,380,Y,CNY       
CGO,NGB,GS ,X,610,Y,CNY       
KWL,CGO,FM ,C,1790,C,CNY       
PVG,LZO,MU ,Y,1860,Y,CNY       
KWE,NGB,3U ,N,460,Y,CNY       
DYG,PVG,FM ,I,1650,C,CNY       
LHW,DLC,GS ,M,1130,Y,CNY       
ZQZ,PVG,MU ,D,2750,C,CNY       
CKG,TNA,MU ,C,2340,C,CNY       
DYG,XIY,3U ,R,300,Y,CNY       
TAO,NKG,HO ,Z,430,Y,CNY       
CGO,LZO,8L ,Y,1290,Y,CNY       
CGO,NGB,CZ ,L,490,Y,CNY       
CSX,TAO,A6 ,C,4860,C,CNY       
YCU,PVG,MU ,P,1200,Y,CNY       
XNN,HFE,MU ,P,1880,Y,CNY       
DSN,WUH,MU ,S,600,Y,CNY       
TYN,DLC,BK ,L,1000,Y,CNY       
TAO,LZO,MU ,S,720,Y,CNY       
CGO,NGB,RY ,W,1130,Y,CNY       
TYN,DLC,FU ,U,350,Y,CNY       
XIY,WEH,MU ,W,1450,Y,CNY       
HFE,HRB,PN ,A,690,Y,CNY       
XIY,BAV,MU ,I,1180,C,CNY       
YNT,SHE,RY ,H,1070,Y,CNY       
LYI,PVG,FM ,P,920,Y,CNY       
INC,HFE,ZH ,S,800,Y,CNY       
XIY,HYN,ZH ,Q,1090,Y,CNY       
TAO,CSX,BK ,E,860,Y,CNY       
CZX,XMN,3U ,F,2000,F,CNY       
HFE,HRB,MU ,N,720,Y,CNY       
CGO,KWL,DZ ,U,1010,Y,CNY       
LZO,CGO,CZ ,L,790,Y,CNY       
CSX,TAO,HO ,Y,1620,Y,CNY       
TAO,NKG,HO ,Q,850,Y,CNY       
KWL,XIY,CA ,D,1300,C,CNY       
PVG,ZYI,MU ,S,520,Y,CNY       
SHE,YNT,SC ,W,1080,Y,CNY       
LZO,PVG,HO ,D,2230,C,CNY       
PVG,LYI,MU ,Q,1210,C,CNY       
XIY,NNG,3U ,N,540,Y,CNY       
DLC,NGB,DZ ,M,1050,Y,CNY       
YNT,SHE,EU ,R,430,Y,CNY       
YNT,SHE,GJ ,J,360,Y,CTP       
NGB,CGO,9C ,T,640,Y,CTP       
XMN,TNA,MF ,B,1490,Y,CNY       
LHW,KWL,QW ,P,1070,Y,CNY       
XMN,TNA,GT ,A,490,Y,CNY       
LHW,KWL,CA ,Q,1270,Y,CNY       
YNT,YNJ,MU ,M,1130,Y,CNY       
TNA,XMN,MU ,J,2550,C,CNY       
HFE,HRB,3U ,K,720,Y,CNY       
CKG,TNA,SC ,U,870,Y,CNY       
INC,HFE,QW ,Y,1430,Y,CNY       
KHN,YNZ,MU ,Q,1270,C,CNY       
KWL,XIY,3U ,J,1530,C,CNY       
KHN,YNZ,JD ,B,840,Y,CNY       
TYN,DLC,MU ,Q,1500,C,CNY       
ZQZ,PVG,MU ,C,3480,C,CNY       
YIW,TAO,MU ,Y,1060,Y,CNY       
TAO,CSX,HO ,B,1470,Y,CNY       
PVG,MIG,FM ,V,730,Y,CNY       
KWE,NGB,CZ ,E,810,Y,CNY       
HGH,WUH,CZ ,Z,370,Y,CTP       
DYG,XIY,3U ,I,1200,C,CNY       
LZO,NKG,8L ,K,1060,Y,CNY       
XIY,NNG,MU ,W,1800,Y,CNY       
YNT,NGB,3U ,R,410,Y,CNY       
TAO,KWE,QW ,P,1250,Y,CNY       
SHE,YNT,SC ,M,370,Y,CTP       
YCU,PVG,FM ,U,2780,C,CNY       
NNG,XIY,KY ,G,1800,Y,CNY       
CGO,KWL,CZ ,W,1280,Y,CNY       
TNA,CKG,MU ,F,3710,F,CNY       
LHW,DLC,MF ,N,1240,Y,CNY       
HYN,XIY,CA ,W,790,Y,CNY       
TSN,LZO,MF ,T,810,Y,CNY       
CGO,KWL,CZ ,A,840,Y,CNY       
XIY,GOQ,MU ,M,1570,Y,CNY       
PVG,LZH,MU ,R,810,Y,CNY       
TAO,YIW,MU ,D,1430,C,CNY       
DLC,TYN,HU ,Y,1340,Y,CNY       
XIY,KWL,GJ ,Q,770,Y,CNY       
CGO,KWL,CZ ,Y,1280,Y,CNY       
WUH,HGH,8C ,L,430,Y,CNY       
CKG,TNA,PN ,N,750,Y,CNY       
CGO,KWL,QW ,B,1260,Y,CNY       
DLC,NGB,GJ ,V,620,Y,CNY       
LZO,WNZ,MU ,F,3920,F,CNY       
HFE,XNN,MU ,I,2470,C,CNY       
LHW,KWE,DZ ,L,970,Y,CNY       
CSX,TAO,SC ,V,870,Y,CNY       
TNA,XMN,CA ,U,1330,Y,CNY       
SHE,YNT,EU ,F,2160,F,CNY       
DSN,WUH,HU ,M,790,Y,CNY       
CKG,TNA,OQ ,K,940,Y,CNY       
CSX,TAO,KY ,M,1380,Y,CNY       
LHW,KWL,HU ,X,890,Y,CNY       
PVG,LYI,MU ,K,750,Y,CNY       
TNA,XMN,MU ,C,2000,C,CNY       
BPE,PVG,FM ,L,950,Y,CNY       
CGO,KWL,FM ,E,930,Y,CNY       
KWE,NGB,GJ ,U,830,Y,CNY       
TAO,CSX,BK ,G,1592,Y,CTP       
INC,HFE,QW ,W,1430,Y,CNY       
NGB,KWE,9H ,Y,1840,Y,CTP       
GOQ,XIY,MU ,K,1330,Y,CNY       
YCU,TNA,MU ,D,1270,C,CNY       
YZY,XIY,GS ,B,1140,Y,CNY       
YNT,YNJ,QW ,P,810,Y,CNY       
TAO,KWE,Y8 ,K,1470,Y,CNY       
KWE,NGB,EU ,T,1650,Y,CNY       
LHW,DLC,DR ,F,5640,F,CNY       
YCU,TAO,MU ,K,770,Y,CNY       
LZO,PVG,HO ,Z,670,Y,CNY       
XMN,CZX,CA ,Q,710,Y,CNY       
YNJ,NGB,MU ,L,1290,Y,CNY       
CGO,NGB,PN ,U,340,Y,CNY       
DYG,XIY,MU ,P,740,Y,CNY       
KWL,XIY,JD ,L,880,Y,CTP       
PVG,LZO,MU ,S,890,Y,CNY       
NGB,CGO,9C ,E,500,Y,CTP       
HFE,XNN,MU ,R,820,Y,CNY       
TNA,YCU,ZH ,U,840,Y,CNY       
DLC,NGB,ZH ,G,1230,Y,CNY       
NGB,KWE,CZ ,L,960,Y,CTP       
XIY,JIC,GS ,Y,1040,Y,CNY       
DLC,LHW,DR ,B,1790,Y,CNY       
PVG,FUG,MU ,S,310,Y,CNY       
JNZ,PVG,MU ,S,640,Y,CNY       
XIY,HYN,MU ,Y,1540,Y,CNY       
KWL,XIY,CA ,F,3200,F,CNY       
LZO,TSN,MF ,V,910,Y,CNY       
TAO,CSX,QW ,K,680,Y,CTP       
HFE,DSN,KN ,D,420,/,CNY       
JIC,XIY,GS ,V,500,Y,CNY       
KWL,CGO,CA ,F,3470,F,CNY       
PVG,JNZ,MU ,D,1860,C,CNY       
DLC,TYN,CZ ,J,2880,C,CNY       
INC,HFE,CA ,U,1220,Y,CNY       
CSX,TAO,CZ ,Z,670,Y,CTP       
XIY,NNG,MU ,S,540,Y,CNY       
WUT,PVG,FM ,U,3210,C,CNY       
NNG,XIY,JD ,Y,1800,Y,CNY       
TNA,YCU,MU ,W,940,Y,CNY       
DSN,PVG,FM ,Y,1680,Y,CNY       
PVG,DSN,FM ,F,4250,F,CNY       
TAO,KWE,CA ,J,3760,C,CNY       
DYG,PVG,CA ,V,850,Y,CNY       
HRB,HFE,MU ,Q,2580,C,CNY       
XIY,BAV,8L ,U,250,Y,CNY       
HFE,HRB,PN ,U,610,Y,CNY       
TYN,DLC,EU ,E,640,Y,CNY       
NGB,DLC,CZ ,N,410,Y,CTP       
PVG,YBP,MU ,C,2650,C,CNY       
DLC,NGB,JD ,K,1030,Y,CNY       
TAO,NKG,A6 ,H,1030,Y,CNY       
XIY,NNG,GS ,H,1510,Y,CNY       
LZO,TAO,MU ,Q,2510,C,CNY       
LLV,PVG,MU ,I,1660,C,CNY       
XIY,BAV,G5 ,S,770,Y,CNY       
DLC,LHW,MU ,U,3760,C,CNY       
TAO,LZO,MU ,F,4250,F,CNY       
PVG,LZH,MU ,J,3840,C,CNY       
TNA,CKG,OQ ,H,880,Y,CNY       
CZX,XMN,MU ,M,920,Y,CNY       
LHW,KWE,MU ,D,1790,C,CNY       
LHW,KWE,TV ,Y,1380,Y,CNY       
PVG,JNZ,FM ,W,1330,Y,CNY       
CSX,TAO,SC ,W,1620,Y,CNY       
XIY,KWL,9H ,Z,340,Y,CNY       
WUH,LZO,MU ,W,1190,Y,CNY       
TAO,KWE,EU ,R,770,Y,CNY       
LHW,KWL,QW ,W,1650,Y,CNY       
NGB,DLC,8L ,T,350,Y,CTP       
PVG,JNZ,MU ,B,1320,Y,CNY       
KWL,LHW,QW ,L,1160,Y,CNY       
NNG,XIY,JD ,C,3600,C,CNY       
KWE,NGB,MU ,Q,2140,C,CNY       
NNG,XIY,JD ,K,1370,Y,CNY       
CGO,NGB,GT ,M,680,Y,CNY       
CZX,XMN,KN ,R,500,/,CNY       
CKG,TNA,CA ,S,870,Y,CNY       
KWE,LHW,3U ,J,1790,C,CNY       
CKG,TNA,PN ,V,850,Y,CNY       
DLC,NGB,HU ,L,840,Y,CNY       
XMN,TNA,SC ,Y,1570,Y,CNY       
KWL,LHW,SC ,M,600,Y,CTP       
TAO,CSX,QW ,Q,1040,Y,CNY       
XIY,NNG,CZ ,U,1280,Y,CNY       
CAN,LUM,CZ ,F,7200,F,CNY       
KWE,NGB,9C ,P,360,Y,CTP       
NNG,XIY,ZH ,V,1100,Y,CNY       
KWE,NGB,8L ,B,1690,Y,CNY       
YNT,NGB,3U ,C,3090,C,CNY       
NGB,MIG,9C ,Q,1210,Y,CTP       
KWE,NGB,GY ,X,240,Y,CTP       
HFE,INC,MU ,D,1930,C,CNY       
KWE,NGB,9H ,M,1100,Y,CNY       
LHW,KWE,EU ,H,1210,Y,CNY       
HRB,HFE,LT ,F,6060,/,CNY       
CKG,TNA,GS ,L,920,Y,CNY       
TYN,DLC,EU ,S,830,Y,CNY       
NKG,TAO,SC ,B,1120,Y,CTP       
HFE,XNN,MU ,W,1900,Y,CNY       
CKG,NGB,9C ,L,1430,Y,CTP       
HRB,HFE,CZ ,H,1200,Y,CNY       
HRB,HFE,PN ,B,1860,Y,CNY       
CGO,KWL,JD ,H,1180,Y,CNY       
DSN,PVG,MU ,K,1340,Y,CNY       
HFE,INC,9C ,M,1020,Y,CTP       
TAO,KWE,HO ,M,1660,Y,CNY       
YCU,NGB,MU ,Y,1450,Y,CNY       
CKG,TNA,KY ,Y,1620,Y,CNY       
TNA,XMN,GT ,Q,540,Y,CNY       
TNA,XMN,MU ,N,690,Y,CNY       
YNT,SHE,FM ,U,2160,F,CNY       
XIY,KWL,3U ,N,350,Y,CNY       
YNT,SHE,GJ ,Y,1080,Y,CNY       
CGO,NGB,GS ,V,540,Y,CNY       
DAT,PVG,MU ,I,1880,C,CNY       
DLC,LHW,GS ,Y,1880,Y,CNY       
CGO,LZO,MU ,D,1740,C,CNY       
LZO,CGO,MU ,W,1290,Y,CNY       
CGO,NGB,8L ,X,610,Y,CNY       
LZO,TAO,MU ,Y,1930,Y,CNY       
XIY,KWL,HU ,V,570,Y,CNY       
KWE,NGB,MU ,N,660,Y,CNY       
DLC,NGB,CZ ,B,1160,Y,CNY       
LHW,DLC,MU ,M,1600,Y,CNY       
LZO,TSN,MF ,L,1360,Y,CNY       
CKG,TNA,G5 ,C,4540,C,CNY       
XIY,DYG,3U ,R,300,Y,CNY       
NKG,TAO,SC ,Z,480,Y,CTP       
LZO,CGO,MU ,Y,1290,Y,CNY       
CGO,NGB,9C ,L,870,Y,CTP       
CSX,TAO,CZ ,C,2660,C,CNY       
PVG,YCU,MU ,P,1200,Y,CNY       
PVG,LYI,FM ,C,1480,C,CNY       
WXN,PVG,FM ,M,1420,Y,CNY       
DLC,TYN,MU ,L,690,Y,CNY       
HFE,XNN,MU ,F,6270,F,CNY       
PVG,ZQZ,MU ,J,4200,C,CNY       
TYN,DLC,CZ ,U,890,Y,CNY       
PVG,LZO,MU ,P,1840,Y,CNY       
HFE,INC,MU ,Y,1430,Y,CNY       
PVG,DLU,MU ,J,8170,C,CNY       
DLC,LHW,HU ,K,1430,Y,CNY       
KHN,YNZ,MU ,B,900,Y,CNY       
DLC,TYN,CA ,Q,890,Y,CNY       
PVG,FUG,KN ,H,530,/,CNY       
DLC,NGB,HU ,H,1030,Y,CNY       
CSX,TAO,SC ,B,1520,Y,CNY       
PVG,MIG,MU ,V,730,Y,CNY       
KWE,NGB,EU ,E,840,Y,CNY       
WUH,HGH,CZ ,Z,370,Y,CTP       
DYG,XIY,MU ,I,890,C,CNY       
LZO,NKG,MF ,K,990,Y,CNY       
XIY,YZY,MU ,D,1670,C,CNY       
WEH,XIY,GJ ,L,1020,Y,CNY       
YNT,SHE,RY ,M,860,Y,CNY       
PVG,LYI,FM ,V,410,Y,CNY       
PVG,WUT,FM ,D,1970,C,CNY       
CGO,KWL,SC ,W,1280,Y,CNY       
TNA,CKG,3U ,F,5340,F,CNY       
DLC,LHW,GS ,N,790,Y,CNY       
HFE,HRB,GX ,X,990,Y,CNY       
KWL,LHW,MU ,F,3630,F,CNY       
CGO,KWL,CA ,A,2820,F,CNY       
YBP,PVG,MU ,D,2550,C,CNY       
DLC,TYN,DR ,Y,1250,Y,CNY       
XIY,KWL,SC ,Q,720,Y,CNY       
KWL,CGO,CZ ,Y,1280,Y,CNY       
HGH,WUH,8C ,L,430,Y,CNY       
TNA,CKG,MU ,N,620,Y,CNY       
KWL,CGO,CA ,B,1160,Y,CNY       
DLC,NGB,MU ,V,400,Y,CNY       
XIY,BAV,MU ,F,3300,F,CNY       
DSN,HFE,SC ,U,540,Y,CNY       
LHW,KWE,TV ,L,690,Y,CNY       
TAO,CSX,MU ,V,530,Y,CNY       
PVG,DYG,MU ,E,1100,Y,CNY       
YNT,SHE,EU ,F,2160,F,CNY       
XIY,GOQ,MU ,V,720,Y,CNY       
CKG,TNA,PN ,K,1350,Y,CNY       
CSX,TAO,SC ,M,590,Y,CTP       
LZO,TSN,MF ,B,1630,Y,CNY       
LHW,DYG,MU ,S,540,Y,CNY       
LLV,PVG,MU ,C,2240,C,CNY       
PVG,MIG,HO ,Z,640,Y,CNY       
KWL,CGO,EU ,E,640,Y,CNY       
NGB,KWE,GJ ,U,825,Y,CTP       
TAO,CSX,QW ,G,960,Y,CNY       
INC,HFE,KY ,W,930,Y,CNY       
NGB,KWE,GY ,Y,1680,Y,CTP       
SHE,YNT,DR ,N,590,Y,CNY       
CGO,NGB,FM ,B,1070,Y,CNY       
CAN,LUM,CZ ,U,1280,Y,CNY       
KWE,TAO,GS ,K,1470,Y,CNY       
YBP,PVG,MU ,F,5200,F,CNY       
LHW,DLC,CZ ,F,7520,F,CNY       
KWE,NGB,CZ ,V,730,Y,CNY       
WUH,DSN,MU ,W,1310,Y,CNY       
HRB,HFE,QW ,G,1110,Y,CNY       
XIY,JIC,MU ,J,3120,C,CNY       
CGO,NGB,RY ,U,230,Y,CNY       
JNZ,PVG,FM ,R,730,Y,CNY       
XIY,KWL,JD ,L,880,Y,CNY       
PVG,FUG,KN ,N,420,/,CNY       
CGO,NGB,DZ ,E,590,Y,CNY       
LHW,KWL,SC ,V,920,Y,CNY       
NNG,XIY,G5 ,P,500,Y,CTP       
LHW,DLC,MU ,V,560,Y,CNY       
