ORIG_AIRPORT_CD,DEST_AIRPORT_CD,CARRIER_CD,SUB_CLASS_CD,SUB_CLASS_PRICE,CLASS_CD,CURRENCY
JIC,XIY,GS ,M,620,Y,CNY       
YNT,NGB,QW ,W,1030,Y,CNY       
DLC,NGB,MU ,D,1730,C,CNY       
NGB,CGO,8L ,U,340,Y,CTP       
KWE,NGB,9H ,A,700,Y,CNY       
XMN,TNA,MU ,E,1140,Y,CNY       
CGO,NGB,DZ ,F,2830,F,CNY       
SHA,DLU,MU ,U,8250,C,CNY       
CGO,NGB,9C ,P,240,Y,CTP       
CKG,NGB,CZ ,Z,870,Y,CTP       
CKG,NGB,CZ ,N,620,Y,CTP       
YIW,TNA,MU ,S,460,Y,CNY       
TNA,XMN,MF ,L,1250,Y,CNY       
DLC,LHW,HU ,B,1730,Y,CNY       
LYI,PVG,FM ,Y,930,Y,CNY       
KHN,YNZ,JD ,V,440,Y,CNY       
XIY,HYN,VD ,Y,1500,Y,CNY       
ZQZ,PVG,MU ,I,1640,C,CNY       
WNZ,LZO,GJ ,Z,710,Y,CNY       
XIY,DYG,JD ,A,290,Y,CNY       
TAO,CSX,BK ,O,530,Y,CNY       
HFE,DSN,SC ,Z,480,Y,CNY       
CZX,XMN,CA ,U,810,Y,CNY       
PVG,YBP,MU ,B,1870,Y,CNY       
KHN,YNZ,JD ,M,550,Y,CNY       
JIC,XIY,MU ,S,470,Y,CNY       
INC,HFE,9C ,U,700,Y,CTP       
TNA,XMN,MF ,H,1560,Y,CNY       
XIY,NNG,G5 ,S,1150,Y,CNY       
FUG,PVG,MU ,F,1770,F,CNY       
WUT,PVG,FM ,R,740,Y,CNY       
KWL,CGO,FM ,I,1510,C,CNY       
XIY,DYG,3U ,E,380,Y,CNY       
LHW,DLC,G5 ,T,1580,Y,CNY       
TVS,PVG,FM ,Q,1680,C,CNY       
LZO,WNZ,GJ ,V,890,Y,CNY       
LYI,PVG,FM ,E,790,Y,CNY       
YNZ,KHN,JD ,K,690,Y,CNY       
HRB,HFE,PN ,Q,770,Y,CNY       
LZO,TSN,MU ,U,3580,C,CNY       
PVG,BPE,FM ,P,1380,Y,CNY       
LYI,PVG,FM ,F,2340,F,CNY       
PVG,ZYI,MU ,P,1620,Y,CNY       
DSN,WUH,MU ,P,1300,Y,CNY       
JNZ,PVG,FM ,M,1220,Y,CNY       
YNZ,KHN,MU ,W,910,Y,CNY       
YNJ,YNT,MU ,S,570,Y,CNY       
NNG,XIY,CZ ,H,1370,Y,CNY       
DYG,XIY,3U ,Q,630,Y,CTP       
XIY,KWL,3U ,G,830,Y,CNY       
PVG,DYG,HO ,S,640,Y,CNY       
YNJ,YNT,A6 ,I,560,Y,CNY       
HRB,HFE,MU ,S,500,Y,CNY       
CKG,NGB,CA ,V,970,Y,CNY       
CKG,TNA,3U ,H,1500,Y,CNY       
YCU,PVG,FM ,V,520,Y,CNY       
HYN,XIY,9H ,L,1050,Y,CNY       
KWE,LHW,HU ,Y,1380,Y,CTP       
BAV,XIY,GS ,C,2970,C,CNY       
YNZ,KHN,JD ,X,490,Y,CNY       
NGB,MIG,9C ,R,790,Y,CTP       
DSN,HFE,MU ,N,750,Y,CNY       
DAT,PVG,MU ,S,760,Y,CNY       
TYN,DLC,BK ,N,930,Y,CNY       
HRB,HFE,QW ,Z,810,Y,CNY       
LHW,KWL,SC ,W,1710,Y,CNY       
LZO,WUH,MF ,V,610,Y,CNY       
TNA,YIW,MU ,P,990,Y,CNY       
NGB,CKG,3U ,S,1160,Y,CTP       
LZO,PVG,HO ,J,4650,C,CNY       
YNT,NGB,3U ,T,930,Y,CNY       
XIY,NNG,ZH ,K,540,Y,CTP       
NGB,CGO,SC ,M,400,Y,CTP       
PVG,TVS,FM ,C,2050,C,CNY       
XIY,HYN,9H ,H,1290,Y,CNY       
XIY,DYG,3U ,Y,750,Y,CNY       
BAV,XIY,GJ ,E,400,Y,CTP       
TAO,YIW,MU ,M,1000,Y,CNY       
KWE,TAO,CZ ,F,7720,F,CNY       
PVG,LZO,MU ,R,990,Y,CNY       
TYN,DLC,HU ,A,480,Y,CTP       
PVG,DLU,MU ,M,2530,Y,CNY       
LHW,DYG,MU ,E,960,Y,CNY       
LHW,KWE,TV ,Q,460,Y,CNY       
XIY,NNG,G5 ,V,610,Y,CNY       
KWE,NGB,CZ ,B,1440,Y,CNY       
CZX,XMN,3U ,S,670,Y,CNY       
PVG,WXN,FM ,S,720,Y,CNY       
TAO,NKG,JD ,X,650,Y,CNY       
CAN,LUM,MU ,K,1350,Y,CNY       
PVG,BPE,FM ,B,1380,Y,CNY       
KWL,LHW,HU ,N,690,Y,CNY       
HYN,XIY,9H ,A,590,Y,CNY       
CKG,TNA,SC ,L,1340,Y,CNY       
TVS,PVG,FM ,S,620,Y,CNY       
DYG,LHW,MU ,U,2360,C,CNY       
BAV,XIY,DR ,W,260,Y,CNY       
ZQZ,PVG,KN ,N,830,/,CNY       
SHA,DLU,MU ,E,2280,Y,CNY       
CZX,XMN,MU ,I,1100,C,CNY       
CGO,KWL,SC ,H,1040,Y,CNY       
YIW,TNA,MU ,U,2000,C,CNY       
XIY,HYN,MU ,F,3390,F,CNY       
KWE,TAO,CZ ,M,1620,Y,CNY       
YNT,YNJ,MU ,K,880,Y,CNY       
CKG,TNA,3U ,Y,1780,Y,CNY       
XMN,TNA,CA ,Q,1180,Y,CNY       
ZQZ,PVG,KN ,K,970,/,CNY       
YNT,SHE,ZH ,U,770,Y,CNY       
DSN,WUH,MU ,K,930,Y,CNY       
LZO,NKG,MU ,E,1110,Y,CNY       
LHW,DLC,MU ,I,2220,C,CNY       
LZO,WNZ,MU ,W,1780,Y,CNY       
TAO,NKG,JD ,D,1800,C,CNY       
PVG,YBP,MU ,L,1300,Y,CNY       
PVG,TVS,FM ,N,810,Y,CNY       
ZYI,PVG,MU ,B,1630,Y,CNY       
PVG,ZQZ,KN ,H,1040,/,CNY       
NGB,CGO,PN ,A,380,Y,CTP       
YNT,NGB,3U ,J,1340,C,CNY       
CGO,KWL,EU ,C,1660,C,CNY       
LZO,TAO,MU ,L,1100,Y,CNY       
DYG,LHW,MU ,I,1390,C,CNY       
PVG,YBP,HO ,T,770,Y,CNY       
XIY,NNG,G5 ,O,300,Y,CTP       
PVG,TVS,FM ,D,1740,C,CNY       
PVG,DAT,MU ,M,1480,Y,CNY       
PVG,HDG,MU ,E,920,Y,CNY       
DSN,WUH,MU ,U,5240,C,CNY       
HFE,INC,9C ,P,300,Y,CTP       
WUH,HGH,CZ ,E,450,Y,CNY       
HGH,WUH,CZ ,A,570,Y,CNY       
XMN,TNA,MU ,I,1690,C,CNY       
TNA,YIW,MU ,J,1980,C,CNY       
HYN,XIY,9H ,T,460,Y,CNY       
DYG,LHW,MU ,L,780,Y,CNY       
YNT,YNJ,QW ,B,1120,Y,CNY       
HFE,INC,9C ,N,950,Y,CTP       
XIY,KWL,HU ,X,640,Y,CNY       
NGB,CGO,SC ,W,1130,Y,CTP       
DLC,TYN,BK ,U,660,Y,CNY       
LUM,CAN,MU ,I,2120,C,CNY       
HFE,HRB,GX ,A,630,Y,CNY       
LZO,NKG,8L ,A,480,Y,CNY       
KWE,TAO,HO ,T,790,Y,CNY       
YNT,NGB,QW ,Z,410,Y,CNY       
LHW,KWL,9C ,R,600,Y,CTP       
PVG,LZH,MU ,F,4260,F,CNY       
HYN,XIY,CA ,Q,1090,Y,CNY       
LZO,CGO,CZ ,U,920,Y,CNY       
YCU,PVG,MU ,L,830,Y,CNY       
ZQZ,PVG,MU ,U,5000,C,CNY       
XIY,JIC,MU ,W,1040,Y,CNY       
LZO,WUH,MF ,L,900,Y,CNY       
LZO,NKG,MU ,D,1820,C,CNY       
DYG,LHW,MU ,Y,1180,Y,CNY       
YNT,NGB,RY ,M,820,Y,CNY       
PVG,MIG,FM ,E,1450,Y,CNY       
LZO,TSN,MU ,E,1300,Y,CNY       
TNA,CKG,3U ,R,780,Y,CNY       
LZO,NKG,ZH ,W,710,Y,CNY       
XIY,NNG,GX ,N,1000,Y,CNY       
JIC,XIY,9H ,T,310,Y,CNY       
SHE,YNT,GJ ,R,1080,Y,CNY       
SHA,DLU,MU ,C,5720,C,CNY       
NGB,CGO,CZ ,T,320,Y,CTP       
XMN,TNA,CA ,B,1490,Y,CNY       
LZO,PVG,HO ,L,260,Y,CTP       
KWE,NGB,GY ,I,620,Y,CNY       
LLV,PVG,MU ,R,440,Y,CNY       
YCU,TNA,ZH ,B,930,Y,CNY       
JNZ,PVG,MU ,U,3590,C,CNY       
HRB,HFE,HU ,K,1400,Y,CNY       
PVG,MIG,CA ,Y,1790,Y,CNY       
YCU,NGB,MU ,V,410,Y,CNY       
INC,HFE,9C ,Y,1430,Y,CTP       
PVG,LZO,HO ,Q,1320,Y,CNY       
YZY,XIY,MU ,U,1860,C,CNY       
PVG,LYI,FM ,U,2130,C,CNY       
PVG,DLU,MU ,L,1840,Y,CNY       
LZO,CGO,8L ,H,1080,Y,CNY       
XIY,KWL,HU ,W,1180,Y,CNY       
YNT,SHE,GJ ,P,700,Y,CNY       
PVG,YBP,TV ,M,1510,Y,CNY       
NGB,CGO,SC ,G,630,Y,CTP       
YZY,XIY,MU ,P,1230,Y,CNY       
CGO,KWL,GT ,T,360,Y,CNY       
CSX,TAO,QW ,R,580,Y,CTP       
XIY,NNG,ZH ,W,920,Y,CNY       
WNZ,LZO,GJ ,B,1600,Y,CNY       
PVG,LLV,MU ,L,580,Y,CNY       
XIY,YZY,MU ,S,540,Y,CNY       
CGO,LZO,8L ,X,700,Y,CNY       
LZO,NKG,3U ,I,2240,C,CNY       
NNG,XIY,G5 ,G,1270,Y,CNY       
KWE,TAO,GS ,X,1040,Y,CNY       
PVG,LZH,ZH ,V,890,Y,CNY       
DYG,XIY,MU ,C,1560,C,CNY       
HDG,PVG,MU ,F,2640,F,CNY       
NGB,CGO,SC ,Z,430,Y,CTP       
WEH,XIY,MU ,R,680,Y,CNY       
PVG,DSN,MU ,E,1530,Y,CNY       
DYG,LHW,MU ,R,600,Y,CNY       
YNJ,YNT,A6 ,Y,1240,Y,CNY       
TAO,NKG,MU ,I,1430,C,CNY       
WEH,XIY,MU ,K,900,Y,CNY       
WUH,DSN,MU ,N,800,Y,CNY       
NKG,TAO,JD ,T,290,Y,CTP       
YZY,XIY,GS ,Y,1240,Y,CNY       
WUT,PVG,FM ,Y,1460,Y,CNY       
KWL,CGO,DZ ,B,1290,Y,CNY       
DLC,NGB,CZ ,V,600,Y,CNY       
XIY,KWL,HU ,T,350,Y,CTP       
HFE,XNN,MU ,B,1880,Y,CNY       
WUH,LZO,MF ,B,1080,Y,CNY       
CSX,TAO,CZ ,V,730,Y,CNY       
DLC,TYN,FU ,X,720,Y,CNY       
KHN,YNZ,MU ,S,390,Y,CNY       
FUG,PVG,KN ,V,280,/,CNY       
DLC,NGB,9C ,R,550,Y,CTP       
HFE,XNN,PN ,L,1290,Y,CNY       
DYG,LHW,MU ,J,2340,C,CNY       
PVG,MIG,FM ,K,1270,Y,CNY       
HDG,PVG,MU ,C,1880,C,CNY       
TAO,NKG,QW ,C,2400,C,CNY       
PVG,MIG,MU ,R,910,Y,CNY       
PVG,ZYI,MU ,D,2210,C,CNY       
LZO,NKG,3U ,L,840,Y,CNY       
PVG,WXN,FM ,R,850,Y,CNY       
LHW,KWE,CZ ,U,1020,Y,CNY       
DYG,XIY,JD ,T,200,Y,CNY       
HGH,WUH,CZ ,U,610,Y,CNY       
CAN,LUM,MU ,J,4090,C,CNY       
TAO,LZO,MU ,W,1930,Y,CNY       
PVG,WUT,FM ,N,890,Y,CNY       
LHW,KWE,EU ,F,3020,F,CNY       
NGB,KWE,AQ ,T,959,Y,CTP       
LZO,NKG,8L ,V,670,Y,CNY       
DYG,XIY,MU ,J,2230,C,CNY       
XIY,BAV,8L ,Q,320,Y,CNY       
XIY,JIC,GS ,M,620,Y,CNY       
YNT,NGB,SC ,W,940,Y,CNY       
DLC,NGB,CA ,D,1970,C,CNY       
CGO,NGB,SC ,U,510,Y,CNY       
KWE,NGB,CZ ,A,1040,Y,CNY       
TNA,XMN,MU ,E,1140,Y,CNY       
CGO,NGB,CZ ,F,4520,F,CNY       
JIC,XIY,MU ,P,1030,Y,CNY       
CGO,NGB,8L ,P,270,Y,CTP       
NGB,CKG,CZ ,Z,790,Y,CTP       
NGB,CKG,PN ,N,870,Y,CTP       
TNA,YIW,MU ,S,460,Y,CNY       
XMN,TNA,MF ,L,1250,Y,CNY       
LHW,DLC,HU ,B,1730,Y,CNY       
PVG,LYI,FM ,Y,930,Y,CNY       
YNZ,KHN,JD ,V,440,Y,CNY       
HYN,XIY,VD ,Y,1500,Y,CNY       
PVG,ZQZ,MU ,I,1640,C,CNY       
LZO,WNZ,GJ ,Z,710,Y,CNY       
DYG,XIY,JD ,A,290,Y,CNY       
CSX,TAO,BK ,O,530,Y,CNY       
DSN,HFE,SC ,Z,480,Y,CNY       
XMN,CZX,CA ,U,810,Y,CNY       
YBP,PVG,MU ,B,1870,Y,CNY       
YNZ,KHN,JD ,M,550,Y,CNY       
XIY,JIC,MU ,S,470,Y,CNY       
HFE,INC,9C ,U,660,Y,CTP       
XMN,TNA,MF ,H,1560,Y,CNY       
NNG,XIY,G5 ,S,1150,Y,CNY       
PVG,FUG,MU ,F,1770,F,CNY       
PVG,WUT,FM ,R,740,Y,CNY       
CGO,KWL,FM ,I,1510,C,CNY       
DYG,XIY,3U ,E,380,Y,CNY       
DLC,LHW,G5 ,T,1580,Y,CNY       
PVG,TVS,FM ,Q,1680,C,CNY       
WNZ,LZO,GJ ,V,890,Y,CNY       
PVG,LYI,FM ,E,790,Y,CNY       
KHN,YNZ,JD ,K,690,Y,CNY       
HFE,HRB,PN ,Q,770,Y,CNY       
TSN,LZO,MU ,U,3580,C,CNY       
BPE,PVG,FM ,P,1380,Y,CNY       
PVG,LYI,FM ,F,2340,F,CNY       
ZYI,PVG,MU ,P,1620,Y,CNY       
WUH,DSN,MU ,P,1300,Y,CNY       
PVG,JNZ,FM ,M,1220,Y,CNY       
KHN,YNZ,MU ,W,910,Y,CNY       
YNT,YNJ,MU ,S,570,Y,CNY       
NNG,XIY,JD ,H,1510,Y,CNY       
XIY,DYG,MU ,Q,980,C,CNY       
KWL,XIY,3U ,G,830,Y,CNY       
DYG,PVG,HO ,S,640,Y,CNY       
YNT,YNJ,A6 ,I,560,Y,CNY       
HFE,HRB,MU ,S,500,Y,CNY       
NGB,CKG,CZ ,V,890,Y,CTP       
CKG,TNA,SC ,H,1510,Y,CNY       
PVG,YCU,FM ,V,520,Y,CNY       
XIY,HYN,9H ,L,1050,Y,CNY       
LHW,KWE,CZ ,Y,1380,Y,CNY       
XIY,BAV,GS ,C,2970,C,CNY       
KHN,YNZ,JD ,X,490,Y,CNY       
MIG,NGB,9C ,R,810,Y,CTP       
HFE,DSN,NS ,N,790,Y,CNY       
PVG,DAT,MU ,S,760,Y,CNY       
TYN,DLC,HU ,N,560,Y,CNY       
HFE,HRB,QW ,Z,810,Y,CNY       
KWL,LHW,ZH ,W,920,Y,CNY       
WUH,LZO,MF ,V,610,Y,CNY       
YIW,TNA,MU ,P,990,Y,CNY       
CKG,NGB,3U ,S,1160,Y,CNY       
PVG,LZO,HO ,J,4650,C,CNY       
YNT,NGB,RY ,T,410,Y,CNY       
NNG,XIY,ZH ,K,510,Y,CTP       
CGO,NGB,PN ,M,680,Y,CNY       
TVS,PVG,FM ,C,2050,C,CNY       
HYN,XIY,9H ,H,1290,Y,CNY       
DYG,XIY,3U ,Y,750,Y,CNY       
XIY,BAV,GJ ,E,400,Y,CTP       
YIW,TAO,MU ,M,1000,Y,CNY       
TAO,KWE,CZ ,F,7720,F,CNY       
LZO,PVG,MU ,R,990,Y,CNY       
DLC,TYN,HU ,A,480,Y,CTP       
JNZ,PVG,MU ,E,1140,Y,CNY       
DYG,LHW,MU ,E,960,Y,CNY       
LHW,KWE,EU ,Q,830,Y,CNY       
XIY,NNG,CZ ,V,830,Y,CNY       
KWE,NGB,AQ ,B,1680,Y,CTP       
XMN,CZX,3U ,S,670,Y,CNY       
WXN,PVG,FM ,S,720,Y,CNY       
YNJ,NGB,MU ,B,1940,Y,CNY       
LUM,CAN,MU ,K,1350,Y,CNY       
BPE,PVG,FM ,B,1380,Y,CNY       
KWL,LHW,MU ,N,740,Y,CNY       
XIY,HYN,9H ,A,590,Y,CNY       
TNA,CKG,SC ,L,1340,Y,CNY       
PVG,TVS,FM ,S,620,Y,CNY       
LHW,DYG,MU ,U,2360,C,CNY       
XIY,BAV,MU ,W,1000,Y,CNY       
PVG,ZQZ,KN ,N,830,/,CNY       
DAT,PVG,MU ,B,1570,Y,CNY       
XMN,CZX,MU ,I,1100,C,CNY       
CGO,KWL,PN ,H,1080,Y,CNY       
TNA,YIW,MU ,U,2000,C,CNY       
HYN,XIY,MU ,F,3390,F,CNY       
TAO,KWE,CZ ,M,1620,Y,CNY       
YNJ,YNT,MU ,K,880,Y,CNY       
TNA,CKG,PN ,Y,1780,Y,CNY       
TNA,XMN,CA ,Q,1180,Y,CNY       
PVG,ZQZ,KN ,K,970,/,CNY       
SHE,YNT,SC ,U,490,Y,CNY       
WUH,DSN,MU ,K,930,Y,CNY       
LZO,NKG,HO ,E,430,Y,CNY       
DLC,LHW,MU ,I,2220,C,CNY       
CGO,NGB,HU ,V,540,Y,CNY       
TAO,NKG,MU ,D,1650,C,CNY       
YBP,PVG,MU ,L,1300,Y,CNY       
TVS,PVG,FM ,N,810,Y,CNY       
PVG,ZYI,MU ,B,1630,Y,CNY       
ZQZ,PVG,KN ,H,1040,/,CNY       
CGO,NGB,PN ,A,380,Y,CNY       
YNT,NGB,MU ,J,2140,C,CNY       
KWL,CGO,EU ,C,1660,C,CNY       
TAO,LZO,MU ,L,1100,Y,CNY       
LHW,DYG,MU ,I,1390,C,CNY       
YBP,PVG,HO ,T,770,Y,CNY       
XIY,NNG,BK ,O,720,Y,CNY       
TVS,PVG,FM ,D,1740,C,CNY       
DAT,PVG,MU ,M,1480,Y,CNY       
HDG,PVG,MU ,E,920,Y,CNY       
WUH,DSN,MU ,U,5240,C,CNY       
INC,HFE,9C ,P,300,Y,CTP       
HGH,WUH,CZ ,E,450,Y,CNY       
WUH,HGH,CZ ,A,570,Y,CNY       
TNA,XMN,MU ,I,1690,C,CNY       
YIW,TNA,MU ,J,1980,C,CNY       
XIY,HYN,9H ,T,460,Y,CNY       
LHW,DYG,MU ,L,780,Y,CNY       
YNJ,YNT,QW ,B,1120,Y,CNY       
HFE,INC,MU ,N,780,Y,CNY       
KWL,XIY,GS ,X,640,Y,CTP       
CGO,NGB,SC ,W,1130,Y,CNY       
TYN,DLC,HU ,U,440,Y,CTP       
CAN,LUM,MU ,I,2120,C,CNY       
HRB,HFE,GX ,A,630,Y,CNY       
XIY,JIC,GS ,X,560,Y,CNY       
TAO,KWE,HO ,T,790,Y,CNY       
YNT,NGB,GJ ,Z,410,Y,CNY       
KWL,LHW,SC ,R,920,Y,CTP       
LZH,PVG,MU ,F,4260,F,CNY       
XIY,HYN,CA ,Q,1090,Y,CNY       
CGO,LZO,CZ ,U,920,Y,CNY       
PVG,YCU,MU ,L,830,Y,CNY       
PVG,ZQZ,MU ,U,5000,C,CNY       
JIC,XIY,MU ,W,1040,Y,CNY       
WUH,LZO,MF ,L,900,Y,CNY       
LZO,NKG,HO ,D,1680,C,CNY       
LHW,DYG,MU ,Y,1180,Y,CNY       
YNT,NGB,MU ,M,840,Y,CNY       
PVG,MIG,MU ,E,1450,Y,CNY       
TSN,LZO,MU ,E,1300,Y,CNY       
TNA,CKG,SC ,R,960,Y,CTP       
LZO,NKG,MU ,W,1400,Y,CNY       
NNG,XIY,GX ,N,1000,Y,CNY       
XIY,JIC,9H ,T,310,Y,CNY       
YNT,SHE,DR ,R,500,Y,CNY       
TAO,YIW,MU ,I,1250,C,CNY       
CGO,NGB,CZ ,T,290,Y,CTP       
XMN,TNA,SC ,B,1490,Y,CNY       
PVG,LZO,HO ,L,410,Y,CTP       
NGB,KWE,EU ,I,1028,Y,CTP       
PVG,LLV,MU ,R,440,Y,CNY       
TNA,YCU,ZH ,B,930,Y,CNY       
PVG,JNZ,MU ,U,3590,C,CNY       
HFE,HRB,HU ,K,1400,Y,CNY       
PVG,MIG,MU ,Y,1790,Y,CNY       
YCU,PVG,MU ,C,1920,C,CNY       
INC,HFE,DZ ,Y,1430,Y,CNY       
LZO,PVG,MU ,Q,2420,C,CNY       
XIY,YZY,MU ,U,1860,C,CNY       
LYI,PVG,FM ,U,2130,C,CNY       
TYN,DLC,BK ,Q,860,Y,CNY       
CGO,LZO,8L ,H,1080,Y,CNY       
KWL,XIY,CZ ,W,1180,Y,CNY       
YNT,SHE,FM ,P,1070,Y,CNY       
PVG,YBP,MU ,M,1740,Y,CNY       
CGO,NGB,SC ,G,630,Y,CNY       
XIY,YZY,MU ,P,1230,Y,CNY       
KWL,CGO,GT ,T,360,Y,CTP       
TAO,CSX,QW ,R,580,Y,CTP       
XIY,NNG,CZ ,W,1800,Y,CNY       
LZO,WNZ,MU ,B,1600,Y,CNY       
LLV,PVG,MU ,L,580,Y,CNY       
YZY,XIY,MU ,S,540,Y,CNY       
LZO,CGO,8L ,X,700,Y,CNY       
LZO,NKG,MU ,I,1540,C,CNY       
NNG,XIY,ZH ,G,1800,Y,CNY       
TAO,KWE,GS ,X,1040,Y,CNY       
LZH,PVG,ZH ,V,890,Y,CNY       
DYG,XIY,JD ,C,2230,C,CNY       
PVG,HDG,MU ,F,2640,F,CNY       
NGB,CGO,8L ,Z,250,Y,CTP       
WXN,PVG,FM ,P,1520,Y,CNY       
PVG,DSN,FM ,E,1390,Y,CNY       
XIY,BAV,DR ,T,330,Y,CNY       
YNT,YNJ,QW ,Y,1240,Y,CNY       
PVG,WUT,FM ,P,1450,Y,CNY       
FUG,PVG,MU ,C,1110,C,CNY       
DSN,WUH,HU ,N,550,Y,CNY       
NKG,TAO,HO ,T,490,Y,CTP       
XIY,YZY,MU ,Y,1240,Y,CNY       
PVG,MIG,CA ,U,1450,Y,CNY       
CGO,KWL,DZ ,B,1290,Y,CNY       
NGB,DLC,CZ ,V,600,Y,CTP       
XIY,KWL,GS ,T,340,Y,CTP       
HFE,XNN,PN ,B,1750,Y,CNY       
LZO,WUH,MF ,B,1080,Y,CNY       
TAO,CSX,SC ,V,870,Y,CNY       
DLC,TYN,HU ,X,720,Y,CNY       
TNA,XMN,ZH ,U,1330,Y,CNY       
FUG,PVG,MU ,V,280,Y,CNY       
NGB,DLC,9C ,R,550,Y,CTP       
HFE,XNN,MU ,L,1100,Y,CNY       
YBP,PVG,HO ,Z,680,Y,CNY       
PVG,MIG,Y8 ,K,1360,Y,CNY       
TAO,YCU,MU ,U,2160,C,CNY       
TAO,NKG,MU ,C,2750,C,CNY       
PVG,MIG,9C ,H,1670,/,CNY       
LZO,WUH,MF ,H,1180,Y,CNY       
LZO,NKG,MF ,L,1060,Y,CNY       
XIY,WEH,MU ,I,1710,C,CNY       
LHW,KWE,MU ,U,2480,C,CNY       
XIY,DYG,3U ,T,680,Y,CNY       
WUH,HGH,MF ,U,320,Y,CTP       
LUM,CAN,MU ,J,4090,C,CNY       
JIC,XIY,9H ,K,790,Y,CNY       
PVG,BPE,FM ,D,1880,C,CNY       
KWE,LHW,DZ ,F,2760,F,CNY       
KWE,NGB,AQ ,T,959,Y,CTP       
LZO,NKG,MU ,V,560,Y,CNY       
DYG,XIY,3U ,J,980,C,CNY       
BAV,XIY,8L ,Q,320,Y,CNY       
JIC,XIY,MU ,M,830,Y,CNY       
YNT,NGB,RY ,W,1030,Y,CNY       
XIY,DYG,JD ,N,340,Y,CNY       
CGO,NGB,8L ,U,340,Y,CNY       
NGB,KWE,CZ ,A,1040,Y,CTP       
YBP,PVG,FM ,N,1040,Y,CNY       
CGO,NGB,MU ,F,2490,F,CNY       
XIY,JIC,MU ,P,1030,Y,CNY       
NGB,CGO,9C ,P,240,Y,CTP       
CKG,NGB,CA ,Z,1870,C,CNY       
CKG,NGB,3U ,N,560,Y,CNY       
NGB,KWE,EU ,L,1010,Y,CTP       
TNA,XMN,SC ,L,1180,Y,CNY       
LHW,DLC,MF ,B,1770,Y,CNY       
LYI,PVG,MU ,Y,930,Y,CNY       
YNZ,KHN,MU ,V,350,Y,CNY       
HYN,XIY,9H ,Y,1540,Y,CNY       
PVG,LZH,MU ,N,960,Y,CNY       
LHW,DLC,CZ ,W,1880,Y,CNY       
XIY,DYG,9H ,A,310,Y,CNY       
TAO,KWE,CZ ,A,1330,Y,CNY       
HFE,DSN,KN ,Z,240,/,CNY       
CZX,XMN,MU ,U,4200,C,CNY       
YBP,PVG,FM ,B,1630,Y,CNY       
YNZ,KHN,MU ,M,830,Y,CNY       
YIW,TNA,MU ,Y,1000,Y,CNY       
INC,HFE,DZ ,U,430,Y,CNY       
TNA,XMN,GT ,H,1200,Y,CNY       
XIY,NNG,ZH ,S,810,Y,CNY       
PVG,FUG,FM ,F,1770,F,CNY       
JIC,XIY,9H ,B,960,Y,CNY       
CGO,KWL,EU ,I,380,Y,CNY       
XIY,DYG,MU ,E,530,Y,CNY       
LHW,DLC,MF ,T,850,Y,CNY       
PVG,HDG,MU ,S,500,Y,CNY       
LZO,WNZ,MU ,V,620,Y,CNY       
LYI,PVG,MU ,E,860,Y,CNY       
KHN,YNZ,MU ,K,650,Y,CNY       
HRB,HFE,LT ,Q,1250,/,CNY       
LZO,CGO,8L ,A,440,Y,CNY       
PVG,DLU,MU ,F,9080,F,CNY       
PVG,LYI,MU ,F,2050,F,CNY       
TYN,DLC,HU ,E,770,Y,CTP       
XIY,JIC,9H ,H,870,Y,CNY       
PVG,JNZ,MU ,M,1220,Y,CNY       
DLC,NGB,HU ,K,930,Y,CNY       
BAV,XIY,GJ ,P,950,Y,CNY       
XIY,NNG,JD ,H,1510,Y,CNY       
DYG,XIY,MU ,Q,980,C,CNY       
XIY,KWL,VD ,G,550,Y,CNY       
DYG,PVG,FM ,S,550,Y,CNY       
YNT,YNJ,MU ,I,1620,C,CNY       
HFE,HRB,JR ,S,770,Y,CNY       
NGB,CKG,PN ,V,990,Y,CTP       
TNA,CKG,3U ,H,1500,Y,CNY       
YCU,PVG,MU ,V,520,Y,CNY       
XIY,HYN,MU ,L,980,Y,CNY       
LHW,KWE,3U ,Y,1380,Y,CNY       
BAV,XIY,MU ,C,2080,C,CNY       
TAO,CSX,QW ,W,1620,Y,CNY       
DYG,XIY,JD ,D,1640,C,CNY       
HFE,DSN,MU ,N,750,Y,CNY       
WUH,LZO,MF ,F,3570,F,CNY       
DLC,TYN,HU ,N,560,Y,CNY       
HRB,HFE,LT ,Z,4040,/,CNY       
LHW,KWL,ZH ,W,920,Y,CNY       
WUH,LZO,MU ,V,410,Y,CNY       
TYN,DLC,MU ,I,1380,C,CNY       
CKG,NGB,CA ,S,730,Y,CNY       
LZO,PVG,MU ,J,4240,C,CNY       
NGB,KWE,EU ,Q,920,Y,CTP       
XIY,NNG,9H ,K,1370,Y,CNY       
NGB,CGO,HU ,M,680,Y,CTP       
XIY,NNG,MU ,D,2430,C,CNY       
XIY,HYN,VD ,H,1200,Y,CNY       
DYG,XIY,JD ,Y,820,Y,CNY       
XIY,BAV,MU ,E,710,Y,CNY       
YCU,NGB,MU ,R,650,Y,CNY       
KWE,TAO,HO ,F,4440,F,CNY       
YNJ,NGB,MU ,D,2650,C,CNY       
TYN,DLC,CA ,A,2750,F,CNY       
PVG,JNZ,MU ,E,1140,Y,CNY       
CGO,NGB,MU ,S,450,Y,CNY       
LHW,KWE,UQ ,Q,520,Y,CNY       
XIY,NNG,JD ,V,860,Y,CNY       
